Scraping_Date,Type,Description,Bedrooms,Bathrooms,Area,Down Payment,Price,Location
2025-03-31,Apartment,Apartment Over 7Y | MV ICITY | 3 Months Delivery,3,3, 155 sqm," 1,230,000 EGP","12,300,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,Townhouse with water features view |10 yrs install,4,4, 230 sqm," 825,000 EGP","16,500,000 EGP","V Levels, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,OWN Apartment for sale in Patio La Vista New Cairo,3,2, 140 sqm," 1,500,000 EGP","10,500,000 EGP","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,Resale Finished Villa| Basement | First Use | Poo,7,7, 770 sqm,Cash,"56,000,000 EGP","Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza"
2025-03-31,Apartment,Fully finished Apartment For sale Delivered,2,1, 128 sqm,Cash,"5,100,000 EGP","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Apartment,Finished Apartment +ACs- Open View - Special Price,2,2, 156 sqm,Cash,"15,500,000 EGP","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Fully finished Apartment near New Giza up to 12 y,3,3, 154 sqm,Cash,"8,900,000 EGP","Garden Lakes, 6 October Compounds, 6 October City, Giza"
2025-03-31,Apartment,شقة غرفتين 125م | لوكشن مميز بماونتن توب | ريسيل,2,2, 125 sqm,Cash,"3,000,000 EGP","Mountain View iCity October, 6 October Compounds, 6 October City, Giza"
2025-03-31,Villa,Villa Ready To Move in Hyde Park Fifth Settlement,5,4, 370 sqm,Cash,"15,000,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,APT ReadyTo Move Fully Finished 0% dp  New Capital,2,2, 125 sqm,Cash,"4,000,000 EGP","Oia, New Capital Compounds, New Capital City, Cairo"
2025-03-31,Apartment,with 250k DP. &amp; 45k monthly Apartment in zayed,3,2, 128 sqm,Cash,"250,000 EGP","Ivoire, Sheikh Zayed City, Giza"
2025-03-31,Townhouse,Townhouse Middle for sale at LVLS Mountain View,3,3, 180 sqm," 7,560,971 EGP","19,383,403 EGP","LVLS By Mountain View, Qesm Ad Dabaah, North Coast"
2025-03-31,Chalet,Chalet on the sea _ 5% down payment- installmint 8,2,2, 89 sqm," 475,000 EGP","9,500,000 EGP","Cali Coast, Ras Al Hekma, North Coast"
2025-03-31,Apartment,Apartment for sale Ready to Move fully finished,3,2, 171 sqm," 3,630,000 EGP","9,065,000 EGP","The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,"APT for sale in the Fifth Settlement a 400,000 D P",3,3, 180 sqm," 400,000 EGP","8,000,000 EGP","Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Sea View chalet for sale in blue blue ain sokhna,2,1, 100 sqm,Cash,"5,300,000 EGP","Blue Blue, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,Prime Apartment in 6-October Installment 9 Years,2,1, 100 sqm," 450,000 EGP","2,380,000 EGP","Ashgar City, Al Wahat Road, 6 October City, Giza"
2025-03-31,Villa,Classic Villa rtm for sale in La Vista New Cairo .,4,4, 240 sqm,Cash,Ask for price,"La Vista City, New Capital Compounds, New Capital City, Cairo"
2025-03-31,Apartment,Furnished apartment for sale in Sarayat El Maadi,3,3, 240 sqm,Cash,"8,500,000 EGP","Sarayat Al Maadi, Hay El Maadi, Cairo"
2025-03-31,Duplex,Duplex with garden finished RTM on South 90th ST.,3,3, 211 sqm,Cash,"16,600,000 EGP","Amorada, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,iVilla,I Villa With Garden FULLY FINISHED READY TO MOVE,3,3, 355 sqm,Cash,"23,500,000 EGP","Trio Gardens, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Duplex with private entrance - next to New giza -,4,6, 280 sqm,Cash,Ask for price,"Pyramids Heights, Cairo Alexandria Desert Road, 6 October City, Giza"
2025-03-31,Duplex,Duplex roof for sale at Silver Sands - ORA,4,4, 175 sqm," 7,000,000 EGP","16,400,000 EGP","Silver Sands, Qesm Marsa Matrouh, North Coast"
2025-03-31,Apartment,Apartment for Sale in Valore Sheraton Compound,2,2, 120 sqm," 800,000 EGP","8,000,000 EGP","Valory, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartment 3BR DP 619K RTM 5MIN From AUC,3,3, 177 sqm," 619,000 EGP","6,195,000 EGP","Zizinia Al Mostakbal, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Villa,Villa sea view +private pool Sahl Hasheesh Red Sea,3,2, 198 sqm,Cash,"14,500,000 EGP","Sahl Hasheesh Resort, Sahl Hasheesh, Hurghada, Red Sea"
2025-03-31,Apartment,"In Pyramids View, apartment close to Beverly hills",3,3, 187 sqm,Cash,"15,500,000 EGP","Joulz, Cairo Alexandria Desert Road, 6 October City, Giza"
2025-03-31,Villa,Lowest Price S Villa - Immediate Delivery,5,5, 260 sqm,Cash,"11,000,000 EGP","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Apartment,Apartment Fully Finished With Lowest Down Payment,2,2, 116 sqm,Cash,"12,810,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartment 140m  fullyfinished sea view Mazarine,2,2, 140 sqm," 355,000 EGP","7,100,000 EGP","Mazarine, New Alamein City, Al Alamein, North Coast"
2025-03-31,Duplex,Duplex Garden finished S.Lux for sale in Eastown,4,4, 265 sqm,Cash,"23,500,000 EGP","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Twin House,Twinhouse For Sale City Gate Ready to move,3,3, 313 sqm,Cash,"22,500,000 EGP","City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,Standalone for sale ready to move El Patio Prime,3,4, 332 sqm,Cash,"9,000,000 EGP","Al Patio Prime, El Patio, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Chalet,Chalet ready to move for sale sea view in mazarin,2,2, 140 sqm,Cash,"3,000,000 EGP","Mazarine, New Alamein City, Al Alamein, North Coast"
2025-03-31,Chalet,"Lagoon View Chalet 2BED in Summer, 0% DP, 12 Years",2,1, 90 sqm," 450,000 EGP","7,595,000 EGP","Summer, Ras Al Hekma, North Coast"
2025-03-31,Apartment,For sale apartment in Hyde Park-installments 10y,3,3, 161 sqm,Cash,Ask for price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,Townhouse at the lowest price open view inside Owe,5,5, 270 sqm,Cash,"14,500,000 EGP","O West, 6 October Compounds, 6 October City, Giza"
2025-03-31,Apartment,Apart 274m for sale in M.V Hyde Park good price,3,4, 274 sqm,Cash,"15,250,000 EGP","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,"Chalet with garden, pool view, 8-year installment",2,2, 85 sqm,Cash,"7,500,123 EGP","Mountain View, Ras Al Hekma, North Coast"
2025-03-31,Apartment,Apart 235m for sale in Mivida prime location,3,4, 235 sqm,Cash,"25,000,000 EGP","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,Villa ( 325m) for sale in Al Burouj Compound,5,4, 325 sqm,Cash,"9,000,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Apartment,OWN YOUR PREMIUM HURGHADA HOME,studio,1, 46 sqm," 517,500 EGP","1,725,000 EGP","Al Hambra Waterfalls, Hurghada Resorts, Hurghada, Red Sea"
2025-03-31,Chalet,2nd home finished ground chalet |Breathtaking view,3,3, 130 sqm,Cash,"10,900,000 EGP","Mangroovy Residence, Al Gouna, Hurghada, Red Sea"
2025-03-31,Duplex,Duplex ground with garden+  (corner) bahary,4,4, 208 sqm,Cash,Ask for price,"Tag Sultan, Ring Road, Cairo"
2025-03-31,Chalet,"Ready-to-move-in chalet for sale, fully finished",3,2, 150 sqm,Cash,"4,500,000 EGP","La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast"
2025-03-31,Villa,Villa for sale in La Vista Al Patio prime Shorouk,4,4, 280 sqm,Cash,"8,000,000 EGP","Al Patio Prime, El Patio, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Villa,RTM RESALE VillA-Very Prime Location+LANDSCAPEView,3,5, 244 sqm,Cash,"50,000,000 EGP","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,اقل سعر تاون هاوس بالساحل |دايركت لاجون | ريسيل,3,3, 130 sqm," 3,000,000 EGP","8,250,000 EGP","Azzar Islands, Qesm Ad Dabaah, North Coast"
2025-03-31,Apartment,immediate delivery Finished Garden Apt. by sodic,3,3, 200 sqm,Cash,"5,000,000 EGP","Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,Apart 133m for sale in M.V Hyde Park f.finished,2,2, 133 sqm,Cash,"9,250,000 EGP","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,Own Villa ( on lagoon ) for sale in Telal Sokhna,4,3, 150 sqm,Cash,"14,000,000 EGP","Telal Al Sokhna, Al Ain Al Sokhna, Suez"
2025-03-31,Penthouse,Penthouse 230m Ready To Move finish Prime Location,4,4, 230 sqm,Cash,"12,968,500 EGP","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Direct sea view chalet 4mi less than Company Price,3,2, 135 sqm,Cash,"7,500,000 EGP","Lasirena, Qesm Ad Dabaah, North Coast"
2025-03-31,Chalet,Ready to move finished pool view chalet in Kai,3,3, 165 sqm,Cash,"3,500,000 EGP","Kai Sokhna, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,Fully Furnished Apartment 160sqm In District 5,3,2, 160 sqm,Cash,"12,000,000 EGP","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,APRT for sale with garden + 3BED with lowest price,3,2, 131 sqm,Cash,"1,000,000 EGP","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Townhouse,"Town House in the Fifth Settlement, with 500,000dp",3,3, 174 sqm,Cash,"11,900,000 EGP","Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Ready to move finished unit in Sheikh Zayed,3,3, 243 sqm,Cash,"8,010,000 EGP","Etapa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,Finished Apartment in Hyde Park Compound - 10 Year,3,2, 162 sqm,Cash,Ask for price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,APT Ready To Move Fully Finished  FiFth Settlement,3,2, 145 sqm," 1,300,000 EGP","5,000,000 EGP","The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Penthouse,Own RTM Penthouse+Roof100m-Special View In Tagamoa,3,4, 210 sqm,Cash,"8,830,000 EGP","The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartments for sale in installments in Al Maqsad,3,2, 134 sqm,Cash,"2,800,009 EGP","Al Maqsad, New Capital Compounds, New Capital City, Cairo"
2025-03-31,Chalet,0%Downpayment|Chalet finished by Orascom|Lake view,2,2, 110 sqm,Cash,"9,000,000 EGP","Makadi Orascom Resort, Makadi, Hurghada, Red Sea"
2025-03-31,Townhouse,Townhouse sea View Fully Finished In Telal Sokhna,4,4, 180 sqm,Cash,Ask for price,"Telal Al Sokhna, Al Ain Al Sokhna, Suez"
2025-03-31,Villa,Unique villa ready to move with installment,4,4, 337 sqm,Cash,"12,000,000 EGP","Cleopatra Square, 26th of July Corridor, 6 October City, Giza"
2025-03-31,Apartment,with installments Apartment 165m Good location,3,3, 165 sqm,Cash,"4,500,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Resale Finished Apartment -Very competitive price,2,2, 140 sqm," 2,800,000 EGP","9,100,000 EGP","Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,Immediate delivery finished Apt. on Nuzha St.,3,3, 164 sqm,Cash,"5,400,000 EGP","Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Villa,Villa Katameya Dunes New Cairo 2nd row Golf,5,5, 771 sqm,Cash,"70,000,000 EGP","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo"
2025-03-31,Chalet,Ground chalet direct on the pool at silvertown,3,3, 136 sqm," 7,650,000 EGP","22,550,000 EGP","Silver Sands, Qesm Marsa Matrouh, North Coast"
2025-03-31,Chalet,Chalet for sale Lagoon View at Azha Ain Sokhna,2,2, 116 sqm,Cash,"4,000,000 EGP","Azha, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,RTM Attractive price Prime location Lowest DP,3,1, 126 sqm," 1,000,000 EGP","2,658,600 EGP","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet 123m with ACS kitchen units for sale / DIS,2,1, 123 sqm,Cash,"6,000,000 EGP","Direction White, Ras Al Hekma, North Coast"
2025-03-31,Apartment,PRIME Apartment for sale in Maadi View El Shorouk,3,2, 133 sqm,Cash,"5,303,000 EGP","Maadi View, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Apartment,Fully finished Apartment near New Giza up to 12 y,3,3, 154 sqm," 450,000 EGP","7,900,000 EGP","Garden Lakes, 6 October Compounds, 6 October City, Giza"
2025-03-31,Villa,Villa-Palace 1450 land area in Royal Meadows Zayed,5,7, 450 sqm,Cash,Ask for price,"Royal Meadows, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,155 m Open Views - Alex West 5% dp. 8y installment,3,2, 155 sqm," 395,720 EGP","7,914,300 EGP","Alex West, Alexandria Compounds, Alexandria"
2025-03-31,Apartment,Apartment 3bedroom for sale in Taj City open view,3,2, 159 sqm,Cash,"6,500,000 EGP","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Twin House,Twin house 356m for sale 3/4 finishing good locat,4,4, 356 sqm,Cash,"45,000,000 EGP","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Penthouse,Penthouse for sale at Mountain view hyde park 166M,4,3, 166 sqm,Cash,"8,700,000 EGP","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartment READY TO MOVE with Down Payment 10% ONLY,3,2, 160 sqm,Cash,"13,200,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartment in Sun Capital October Del 1 Y Over 10 Y,3,3, 140 sqm," 430,000 EGP","3,270,000 EGP","Sun Capital, Fayoum Desert road, 6 October City, Giza"
2025-03-31,Chalet,First floor sea and pool view and closed to sea,3,2, 127 sqm,Cash,"4,400,000 EGP","Murano Wadi Degla, Al Ain Al Sokhna, Suez"
2025-03-31,Chalet,Chalet in Plage Mountain View Finished,3,2, 145 sqm,Cash,Ask for price,"Plage, Sidi Abdel Rahman, North Coast"
2025-03-31,Duplex,Doplex inthe best location with 5%dp in Stone Park,4,2, 290 sqm," 800,000 EGP","16,000,000 EGP","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet on the sea _ 5% down payment- installmint 8,1,1, 74 sqm," 480,000 EGP","9,600,000 EGP","Cali Coast, Ras Al Hekma, North Coast"
2025-03-31,Duplex,Duplex garden finished for sale in Eastown N.Cairo,3,3, 238 sqm,Cash,"23,600,000 EGP","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,Town house early delivery close to Beverly hills,4,4, 195 sqm,Cash,Ask for price,"Naia West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Villa,Villa for sale in Stone Park Compound in new cairo,4,4, 300 sqm,Cash,"10,000,000 EGP","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Penthouse,Apartment + roof installments for sale Stone Park,4,3, 208 sqm,Cash,Ask for price,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,apartment for sale in Taj Sultan - Fully Finished ,2,1, 104 sqm,Cash,"7,000,000 EGP","Tag Sultan, Ring Road, Cairo"
2025-03-31,Apartment,fully finished apartment near sodic beverly hills,3,3, 175 sqm," 600,000 EGP","11,900,000 EGP","Naia West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,Apartment Fully Finished With installment 10 Years,3,3, 152 sqm,Cash,"18,501,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,⚪170m 《 Smart Home With DISCOUNT 》Opportunity⚪,3,3, 170 sqm,Cash,"14,400,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Duplex,دوبليكس 233م  لقطة بزايد بجانب الربوه | ريسيل,4,4, 233 sqm," 3,950,000 EGP","9,760,000 EGP","Ivoire, Sheikh Zayed City, Giza"
2025-03-31,Villa,High end Finished Villa 6 master rooms with pool,6,7+, 550 sqm,Cash,Ask for price,"Green Heights, 26th of July Corridor, 6 October City, Giza"
2025-03-31,Villa,villa 623m 6 rooms on the lakes + a swimming pool,6,6, 623 sqm," 20,000,000 EGP","45,500,000 EGP","The Lakeview Boutique Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Fully finished Apartment by sodic Beverly hills,3,2, 145 sqm,Cash,"15,000,000 EGP","The Estates, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Townhouse,Townhouse For sale in Hacienda bay,5,5, 503 sqm,Cash,"21,217,500 EGP","Hacienda Bay, Sidi Abdel Rahman, North Coast"
2025-03-31,Chalet,ground chalet for sale C View in Boho ain Sokhna,2,2, 115 sqm,Cash,"3,000,000 EGP","Boho, Al Ain Al Sokhna, Suez"
2025-03-31,Villa,Ready To Move Standalone with installment at Whyte,3,4, 214 sqm,Cash,"20,000,000 EGP","O West, 6 October Compounds, 6 October City, Giza"
2025-03-31,Chalet,under market price for upper chalet in la vista,3,3, 130 sqm,Cash,Ask for price,"La Vista Gardens, La Vista, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,"Finished apartment, AC, ready, best price in Zayed",4,3, 203 sqm,Cash,"4,700,000 EGP","Six West, Beverly Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Twin House,Twin house for sale in Ain Bay el Sokhna view golf,4,4, 250 sqm,Cash,"15,000,000 EGP","Al Ein Bay, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,last apartment for sale in installments in Rehab,5,4, 270 sqm,Cash,"5,500,000 EGP","El Rehab Extension, Al Rehab, New Cairo City, Cairo"
2025-03-31,Villa,Villa READY TO MOVE With Very Prime Location,4,5, 380 sqm,Cash,"62,000,000 EGP","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,"Town House in the Fifth Settlement, with 500,000dp",3,3, 174 sqm,Cash,"11,900,000 EGP","Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet Fully Furnished The best Landscaped View,2,2, 58 sqm," 320,000 EGP","3,200,000 EGP","Latin District, New Alamein City, Al Alamein, North Coast"
2025-03-31,Apartment,Apart 221m for sale HydePark G.location good price,3,3, 221 sqm,Cash,"12,500,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,"Standalone for sale with 15%dp inst, 6ys Al-Burouj",4,4, 280 sqm,Cash,"6,000,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Villa,Villa READY TO MOVE With Very Prime Location,3,5, 350 sqm,Cash,"32,000,000 EGP","Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apartment for sale inMarriott minutes from airport,1,1, 76 sqm,Cash,"6,250,000 EGP","Marriott Residence Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo"
2025-03-31,Apartment,Fully finished Apartment near New Giza up to 12 y,3,3, 154 sqm,Cash,"8,900,000 EGP","Garden Lakes, 6 October Compounds, 6 October City, Giza"
2025-03-31,Apartment,READY TO MOVE APARTMENT NEW CAIRO UP TO 7 YEARS,3,3, 130 sqm," 1,160,000 EGP","11,900,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Penthouse,Duplex penthouse 145 m Ark Soma Soma Bay Red Sea,2,2, 154 sqm," 1,887,000 EGP","18,870,000 EGP","ARC of Soma, Soma Bay, Safaga, Hurghada, Red Sea"
2025-03-31,Penthouse,RTM- Penthouse +Roof in GOLDEN SQUARE - Open VIEW,3,3, 195 sqm," 2,083,400 EGP","20,834,000 EGP","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo"
2025-03-31,Apartment,with lowest DP. finished Apt in Owest by orascom,3,2, 116 sqm,Cash,"4,517,860 EGP","O West, 6 October Compounds, 6 October City, Giza"
2025-03-31,Apartment,Apartment With Special Price - Delivery Date 1Year,2,2, 120 sqm,Cash,"4,200,000 EGP","The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Duplex,Duplex roof for sale in Al Burouj fully finished,3,4, 276 sqm,Cash,"9,500,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Twin House,the least price Twin House Fully finished l Mivida,3,2, 191 sqm,Cash,"27,000,000 EGP","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,fully finished apartment near sodic beverly hills,2,3, 145 sqm," 800,000 EGP","8,900,000 EGP","Naia West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,1Bdr Apart. 72sqm For Sale In Hydepark Best Price,1,1, 72 sqm,Cash,"3,200,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet for sale  sea view Telal sokhna village,3,3, 134 sqm,Cash,"3,500,000 EGP","Telal Al Sokhna, Al Ain Al Sokhna, Suez"
2025-03-31,Townhouse,Town house 245m for sale in Al Burouj F.finished,4,4, 244 sqm,Cash,"12,500,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Apartment,ريسيل باقل توتال ل شقة 165م 3 غرف | بمرحلة الاجون,3,3, 165 sqm," 3,150,000 EGP","13,215,000 EGP","Aliva, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Apartment,Finished Apartment in Hyde Park Compound - 10 Year,2,2, 116 sqm," 644,500 EGP","12,890,000 EGP","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,6BR finished villa 520m direct sea view NAIA Bay,6,6, 520 sqm,Cash,"8,000,000 EGP","Naia bay, Ras Al Hekma, North Coast"
2025-03-31,Duplex,with installments sky garden in MVIC For sale,3,3, 225 sqm,Cash,"7,500,000 EGP","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet for sale sea view installment + discount ,2,1, 110 sqm,Cash,"100,000 EGP","Blue Blue, Al Ain Al Sokhna, Suez"
2025-03-31,Apartment,Finished Apartment Ready to Move| Six West Beverly,3,3, 196 sqm,Cash,"7,515,000 EGP","Six West, Beverly Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza"
2025-03-31,Apartment,Apartment With Garden READY TO MOVE With DP 10%,3,2, 153 sqm,Cash,"13,900,000 EGP","Beta Greens, Mostakbal City Compounds, Mostakbal City - Future City, Cairo"
2025-03-31,Apartment,Finished apartment in Palm Parks Near Arkan Plaza,2,2, 131 sqm,Cash,"3,000,000 EGP","Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza"
2025-03-31,Apartment,"Furnished APT in Maliv Compound, 0% DP, INST 10Y",3,2, 150 sqm,Cash,"8,500,000 EGP","Noll, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,APT Finished+AC`S RTM Direct on South 90th Street,2,2, 169 sqm," 3,300,000 EGP","7,500,000 EGP","Amorada, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apart 156m for sale in Eastown Furnished High end,2,2, 156 sqm,Cash,"14,000,000 EGP","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Chalet,Chalet on the sea _ 5% down payment- installmint 8,1,1, 74 sqm," 485,000 EGP","9,700,000 EGP","Cali Coast, Ras Al Hekma, North Coast"
2025-03-31,Villa,Villa for sale ( Type M ) at Palm Hills New Cairo,4,6, 300 sqm,Cash,"10,000,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apart 174m for sale in P.H.N.C Super lux semi furn,3,2, 174 sqm,Cash,"12,500,000 EGP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Townhouse,Resale Townhouse Prime Location - Ready to move,3,5, 208 sqm," 1,050,000 EGP","13,933,350 EGP","Tawny Hyde Park, 6 October Compounds, 6 October City, Giza"
2025-03-31,Twin House,0% DP |Finished Twinhouse with lake view | Orascom,4,4, 165 sqm,Cash,"20,000,000 EGP","Makadi Orascom Resort, Makadi, Hurghada, Red Sea"
2025-03-31,Villa,twin house in Bosco Compound at the new capital,4,4, 247 sqm,Cash,"15,000,000 EGP","IL Bosco, New Capital Compounds, New Capital City, Cairo"
2025-03-31,Apartment,Own apt in living Compound on the northern 90th,2,2, 105 sqm," 618,000 EGP","12,360,000 EGP","Moon Residences, Fifth Square, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Apartment,Apart 200m huge garden 238m for sale in District 5,3,3, 200 sqm,Cash,"20,600,000 EGP","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo"
2025-03-31,Villa,Villa for sale in Bellagio semi furnish with pool,5,5, 476 sqm,Cash,"58,000,000 EGP","Bellagio, Ext North Inves Area, New Cairo City, Cairo"
2025-03-31,Villa,Standalone villa for sale in Al Burouj Compound,4,4, 330 sqm,Cash,"7,000,000 EGP","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo"
2025-03-31,Villa,Best Price Villa 345sqm For Sale In Uptown Cairo,4,4, 345 sqm,Cash,"18,294,593 EGP","Uptown Cairo Road, Al Abageyah, El Khalifa, Cairo"
2025-03-31,Apartment,"3BED APRT for sale at lowest price, 5th settlement",3,2, 145 sqm,Cash,"1,000,000 EGP","The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo"
